Component,Category,File,Type,Props,Emits,Slots,Variants,Accessibility,LoadingState,ErrorState,Responsive,DarkMode,DuplicateGroup,ImportedBy,ImportedByCount,USED,DeadOrUsed,Evidence
views/BGH/Schedule/PendingSchedulesView.vue,BGH/Schedule,views/BGH/Schedule/PendingSchedulesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,PendingSchedulesView (2x),,0,false,DEAD,No imports found
views/BGH/Schedule/PublishedSchedulesView.vue,BGH/Schedule,views/BGH/Schedule/PublishedSchedulesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,PublishedSchedulesView (2x),router/index.js,1,true,USED,Route component
views/BGH/Schedule/ScheduleChangesView.vue,BGH/Schedule,views/BGH/Schedule/ScheduleChangesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/BGH/SchedulePendingView.vue,BGH,views/BGH/SchedulePendingView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/BGH/UsersView.vue,BGH,views/BGH/UsersView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,UsersView (2x),router/index.js,1,true,USED,Route component
views/GiangVien/AssignmentsListView.vue,GiangVien,views/GiangVien/AssignmentsListView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/AttendanceHistoryView.vue,GiangVien,views/GiangVien/AttendanceHistoryView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/AttendanceTodayView.vue,GiangVien,views/GiangVien/AttendanceTodayView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/ChangePasswordView.vue,GiangVien,views/GiangVien/ChangePasswordView.vue,vue,,,0,,aria-attributes-detected,none,none,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/ClassAttendanceView.vue,GiangVien,views/GiangVien/ClassAttendanceView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/ClassDetailView.vue,GiangVien,views/GiangVien/ClassDetailView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiangVien/ClassGradebookView.vue,GiangVien,views/GiangVien/ClassGradebookView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/ClassGradesView.vue,GiangVien,views/GiangVien/ClassGradesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/ClassListView.vue,GiangVien,views/GiangVien/ClassListView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiangVien/ClassProgressView.vue,GiangVien,views/GiangVien/ClassProgressView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/ClassWorkspaceView.vue,GiangVien,views/GiangVien/ClassWorkspaceView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/CoursesView.vue,GiangVien,views/GiangVien/CoursesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,CoursesView (3x),router/index.js,1,true,USED,Route component
views/GiangVien/CreateExamView.vue,GiangVien,views/GiangVien/CreateExamView.vue,vue,,,0,,none,none,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiangVien/CreateQuestionView.vue,GiangVien,views/GiangVien/CreateQuestionView.vue,vue,,,0,,none,none,none,responsive-classes-detected,none,,,0,false,DEAD,No imports found
views/GiangVien/Dashboard.vue,GiangVien,views/GiangVien/Dashboard.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,Dashboard (6x),router/index.js,1,true,USED,Route component
views/GiangVien/ExamResultsView.vue,GiangVien,views/GiangVien/ExamResultsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiangVien/ExamsView.vue,GiangVien,views/GiangVien/ExamsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,ExamsView (2x),router/index.js,1,true,USED,Route component
views/GiangVien/GradingView.vue,GiangVien,views/GiangVien/GradingView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/LessonCommentsView.vue,GiangVien,views/GiangVien/LessonCommentsView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/LessonsView.vue,GiangVien,views/GiangVien/LessonsView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/PendingRequestsView.vue,GiangVien,views/GiangVien/PendingRequestsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,PendingRequestsView (2x),router/index.js,1,true,USED,Route component
views/GiangVien/ProctoringView.vue,GiangVien,views/GiangVien/ProctoringView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/ProfileView.vue,GiangVien,views/GiangVien/ProfileView.vue,vue,,,0,,none,none,none,none,none,ProfileView (5x),router/index.js,1,true,USED,Route component
views/GiangVien/QuestionBankView.vue,GiangVien,views/GiangVien/QuestionBankView.vue,vue,,,0,,none,none,none,responsive-classes-detected,none,,,0,false,DEAD,No imports found
views/GiangVien/RequestsHistoryView.vue,GiangVien,views/GiangVien/RequestsHistoryView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/StudentQuestionsView.vue,GiangVien,views/GiangVien/StudentQuestionsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiangVien/TeachingPreferencesView.vue,GiangVien,views/GiangVien/TeachingPreferencesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiangVien/TeachingScheduleView.vue,GiangVien,views/GiangVien/TeachingScheduleView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/AcademicTerms/AcademicTermManagementView.vue,GiaoVu/AcademicTerms,views/GiaoVu/AcademicTerms/AcademicTermManagementView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Accounts/AccountManagementView.vue,GiaoVu/Accounts,views/GiaoVu/Accounts/AccountManagementView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Classes/ClassManagementView.vue,GiaoVu/Classes,views/GiaoVu/Classes/ClassManagementView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Courses/components/BulkAssignCourseDrawer.vue,GiaoVu/Courses/components,views/GiaoVu/Courses/components/BulkAssignCourseDrawer.vue,vue,"defineProps({   academicTerms: { type: Array, default: ()","defineEmits(['close', 'done'])",0,,none,none,error-prop-detected,responsive-classes-detected,none,,views/GiaoVu/Courses/CourseManagementView.vue,1,true,USED,Imported by 1 files
views/GiaoVu/Courses/components/BulkAssignResultDialog.vue,GiaoVu/Courses/components,views/GiaoVu/Courses/components/BulkAssignResultDialog.vue,vue,"defineProps({   result: { type: Object, default: ()","defineEmits(['close', 'viewList'])",0,,none,none,none,none,none,,views/GiaoVu/Courses/CourseManagementView.vue,1,true,USED,Imported by 1 files
views/GiaoVu/Courses/components/CourseDetailDrawer.vue,GiaoVu/Courses/components,views/GiaoVu/Courses/components/CourseDetailDrawer.vue,vue,"defineProps({   course: { type: Object, required: true }, })",defineEmits(['close']),0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,views/GiaoVu/Courses/CourseManagementView.vue,1,true,USED,Imported by 1 files
views/GiaoVu/Courses/components/CourseStatusBadge.vue,GiaoVu/Courses/components,views/GiaoVu/Courses/components/CourseStatusBadge.vue,vue,"defineProps({   status: { type: String, required: true }, })",,0,,none,none,none,none,none,,views/GiaoVu/Courses/components/CourseDetailDrawer.vue; views/GiaoVu/Courses/components/EditCourseDrawer.vue; views/GiaoVu/Courses/CourseManagementView.vue,3,true,USED,Imported by 3 files
views/GiaoVu/Courses/components/EditCourseDrawer.vue,GiaoVu/Courses/components,views/GiaoVu/Courses/components/EditCourseDrawer.vue,vue,"defineProps({   course: { type: Object, required: true },   academicTerms: { type: Array, default: ()","defineEmits(['close', 'done'])",0,,none,none,error-prop-detected,responsive-classes-detected,none,,views/GiaoVu/Courses/CourseManagementView.vue,1,true,USED,Imported by 1 files
views/GiaoVu/Courses/components/TeacherAssignmentSelect.vue,GiaoVu/Courses/components,views/GiaoVu/Courses/components/TeacherAssignmentSelect.vue,vue,"defineProps({   modelValue: { type: Number, default: null },   maHocKy: { type: Number, default: null },   maMonHoc: { type: Number, default: null },   maLopIds: { type: Array, default: ()",defineEmits(['update:modelValue']),0,,none,loading-prop-detected,none,responsive-classes-detected,none,,views/GiaoVu/Courses/components/BulkAssignCourseDrawer.vue; views/GiaoVu/Courses/components/EditCourseDrawer.vue,2,true,USED,Imported by 2 files
views/GiaoVu/Courses/CourseManagementView.vue,GiaoVu/Courses,views/GiaoVu/Courses/CourseManagementView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Dashboard.vue,GiaoVu,views/GiaoVu/Dashboard.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,Dashboard (6x),router/index.js,1,true,USED,Route component
views/GiaoVu/Facilities/BuildingManagementView.vue,GiaoVu/Facilities,views/GiaoVu/Facilities/BuildingManagementView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Facilities/FacilityBookingView.vue,GiaoVu/Facilities,views/GiaoVu/Facilities/FacilityBookingView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,,0,false,DEAD,No imports found
views/GiaoVu/Facilities/FacilityListView.vue,GiaoVu/Facilities,views/GiaoVu/Facilities/FacilityListView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,,0,false,DEAD,No imports found
views/GiaoVu/Facilities/FloorManagementView.vue,GiaoVu/Facilities,views/GiaoVu/Facilities/FloorManagementView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Notices/NoticeCreateView.vue,GiaoVu/Notices,views/GiaoVu/Notices/NoticeCreateView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,,0,false,DEAD,No imports found
views/GiaoVu/Notices/NoticeHistoryView.vue,GiaoVu/Notices,views/GiaoVu/Notices/NoticeHistoryView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Notices/NoticeListView.vue,GiaoVu/Notices,views/GiaoVu/Notices/NoticeListView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,,0,false,DEAD,No imports found
views/GiaoVu/Notices/SendNoticeView.vue,GiaoVu/Notices,views/GiaoVu/Notices/SendNoticeView.vue,vue,,,0,,none,none,none,none,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/PlaceholderView.vue,GiaoVu,views/GiaoVu/PlaceholderView.vue,vue,,,0,,none,none,none,none,none,PlaceholderView (4x),,0,false,DEAD,No imports found
views/GiaoVu/Profile/StaffProfileView.vue,GiaoVu/Profile,views/GiaoVu/Profile/StaffProfileView.vue,vue,,,0,,none,none,none,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Registration/CapacityAdjustmentView.vue,GiaoVu/Registration,views/GiaoVu/Registration/CapacityAdjustmentView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Registration/CourseStatusView.vue,GiaoVu/Registration,views/GiaoVu/Registration/CourseStatusView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Registration/RegistrationConfigView.vue,GiaoVu/Registration,views/GiaoVu/Registration/RegistrationConfigView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,,0,false,DEAD,No imports found
views/GiaoVu/Registration/RegistrationPeriodsView.vue,GiaoVu/Registration,views/GiaoVu/Registration/RegistrationPeriodsView.vue,vue,,,0,,none,loading-prop-detected,none,responsive-classes-detected,none,RegistrationPeriodsView (2x),router/index.js,1,true,USED,Route component
views/GiaoVu/Registration/RegistrationPeriodView.vue,GiaoVu/Registration,views/GiaoVu/Registration/RegistrationPeriodView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,,0,false,DEAD,No imports found
views/GiaoVu/Registration/RegistrationResultView.vue,GiaoVu/Registration,views/GiaoVu/Registration/RegistrationResultView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,,0,false,DEAD,No imports found
views/GiaoVu/Requests/PendingRequestsView.vue,GiaoVu/Requests,views/GiaoVu/Requests/PendingRequestsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,PendingRequestsView (2x),router/index.js,1,true,USED,Route component
views/GiaoVu/Requests/RequestApprovalView.vue,GiaoVu/Requests,views/GiaoVu/Requests/RequestApprovalView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,,0,false,DEAD,No imports found
views/GiaoVu/Requests/RequestDetailsView.vue,GiaoVu/Requests,views/GiaoVu/Requests/RequestDetailsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,,0,false,DEAD,No imports found
views/GiaoVu/Requests/RequestHistoryView.vue,GiaoVu/Requests,views/GiaoVu/Requests/RequestHistoryView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Requests/WorkflowConfigView.vue,GiaoVu/Requests,views/GiaoVu/Requests/WorkflowConfigView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Schedule/ConflictCheckView.vue,GiaoVu/Schedule,views/GiaoVu/Schedule/ConflictCheckView.vue,vue,,,0,,none,none,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Schedule/PendingSchedulesView.vue,GiaoVu/Schedule,views/GiaoVu/Schedule/PendingSchedulesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,PendingSchedulesView (2x),router/index.js,1,true,USED,Route component
views/GiaoVu/Schedule/PublishedSchedulesView.vue,GiaoVu/Schedule,views/GiaoVu/Schedule/PublishedSchedulesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,PublishedSchedulesView (2x),,0,false,DEAD,No imports found
views/GiaoVu/Schedule/RoomManagementView.vue,GiaoVu/Schedule,views/GiaoVu/Schedule/RoomManagementView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Schedule/ScheduleManagerView.vue,GiaoVu/Schedule,views/GiaoVu/Schedule/ScheduleManagerView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Schedule/ShiftManagementView.vue,GiaoVu/Schedule,views/GiaoVu/Schedule/ShiftManagementView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Schedule/StaffPublishedSchedulesView.vue,GiaoVu/Schedule,views/GiaoVu/Schedule/StaffPublishedSchedulesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/Schedule/TeacherAssignmentView.vue,GiaoVu/Schedule,views/GiaoVu/Schedule/TeacherAssignmentView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/StaffNotificationsView.vue,GiaoVu,views/GiaoVu/StaffNotificationsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,,0,false,DEAD,No imports found
views/GiaoVu/Subjects/SubjectManagementView.vue,GiaoVu/Subjects,views/GiaoVu/Subjects/SubjectManagementView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/GiaoVu/TeachingPreferenceSummaryView.vue,GiaoVu,views/GiaoVu/TeachingPreferenceSummaryView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/HomeView.vue,HomeView.vue,views/HomeView.vue,vue,,,0,,none,none,none,none,none,,,0,false,DEAD,No imports found
views/LoginView.vue,LoginView.vue,views/LoginView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,,0,false,DEAD,No imports found
views/NotFoundView.vue,NotFoundView.vue,views/NotFoundView.vue,vue,,,0,,none,none,none,none,none,,router/index.js,1,true,USED,Route component
views/Payment/PaymentCancelView.vue,Payment,views/Payment/PaymentCancelView.vue,vue,,,0,,none,none,none,none,none,,router/index.js,1,true,USED,Route component
views/Payment/PaymentSuccessView.vue,Payment,views/Payment/PaymentSuccessView.vue,vue,,,0,,none,none,none,none,none,,router/index.js,1,true,USED,Route component
views/PhuHuynh/Children/ListView.vue,PhuHuynh/Children,views/PhuHuynh/Children/ListView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/PhuHuynh/Children/OverviewView.vue,PhuHuynh/Children,views/PhuHuynh/Children/OverviewView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/PhuHuynh/Dashboard.vue,PhuHuynh,views/PhuHuynh/Dashboard.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,Dashboard (6x),views/PhuHuynh/DashboardWrapper.vue,1,true,USED,Imported by 1 files
views/PhuHuynh/DashboardWrapper.vue,PhuHuynh,views/PhuHuynh/DashboardWrapper.vue,vue,,,0,,none,none,none,none,none,,router/index.js,1,true,USED,Route component
views/PhuHuynh/Finance/InvoicesView.vue,PhuHuynh/Finance,views/PhuHuynh/Finance/InvoicesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/PhuHuynh/Finance/PaymentView.vue,PhuHuynh/Finance,views/PhuHuynh/Finance/PaymentView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/PhuHuynh/Finance/TransactionsView.vue,PhuHuynh/Finance,views/PhuHuynh/Finance/TransactionsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/PhuHuynh/Finance/TuitionView.vue,PhuHuynh/Finance,views/PhuHuynh/Finance/TuitionView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,TuitionView (2x),router/index.js,1,true,USED,Route component
views/PhuHuynh/Learning/AlertsView.vue,PhuHuynh/Learning,views/PhuHuynh/Learning/AlertsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/PhuHuynh/Learning/AttendanceView.vue,PhuHuynh/Learning,views/PhuHuynh/Learning/AttendanceView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,AttendanceView (2x),router/index.js,1,true,USED,Route component
views/PhuHuynh/Learning/GradesView.vue,PhuHuynh/Learning,views/PhuHuynh/Learning/GradesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,GradesView (2x),router/index.js,1,true,USED,Route component
views/PhuHuynh/Learning/ScheduleView.vue,PhuHuynh/Learning,views/PhuHuynh/Learning/ScheduleView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,ScheduleView (2x),router/index.js,1,true,USED,Route component
views/PhuHuynh/MobileDashboard.vue,PhuHuynh,views/PhuHuynh/MobileDashboard.vue,vue,,,0,,none,none,none,none,dark-mode-classes-detected,,views/PhuHuynh/DashboardWrapper.vue,1,true,USED,Imported by 1 files
views/PhuHuynh/Notifications/HistoryView.vue,PhuHuynh/Notifications,views/PhuHuynh/Notifications/HistoryView.vue,vue,,,0,,none,none,none,responsive-classes-detected,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/PhuHuynh/Notifications/SystemView.vue,PhuHuynh/Notifications,views/PhuHuynh/Notifications/SystemView.vue,vue,,,0,,none,none,none,responsive-classes-detected,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/PhuHuynh/PlaceholderView.vue,PhuHuynh,views/PhuHuynh/PlaceholderView.vue,vue,,,0,,none,none,none,none,none,PlaceholderView (4x),,0,false,DEAD,No imports found
views/PhuHuynh/Profile/AccessRightsView.vue,PhuHuynh/Profile,views/PhuHuynh/Profile/AccessRightsView.vue,vue,,,0,,none,none,none,responsive-classes-detected,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/PhuHuynh/Profile/InfoView.vue,PhuHuynh/Profile,views/PhuHuynh/Profile/InfoView.vue,vue,,,0,,none,none,none,responsive-classes-detected,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/SinhVien/Dashboard.vue,SinhVien,views/SinhVien/Dashboard.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,Dashboard (6x),router/index.js,1,true,USED,Route component
views/SinhVien/HocTap/BaiTap.vue,SinhVien/HocTap,views/SinhVien/HocTap/BaiTap.vue,vue,,,0,,none,none,none,none,none,,,0,false,DEAD,No imports found
views/SinhVien/HocTap/ChiTietKhoaHoc.vue,SinhVien/HocTap,views/SinhVien/HocTap/ChiTietKhoaHoc.vue,vue,,,0,,none,none,none,none,none,,,0,false,DEAD,No imports found
views/SinhVien/HocTap/KetQua.vue,SinhVien/HocTap,views/SinhVien/HocTap/KetQua.vue,vue,,,0,,none,none,none,none,none,,,0,false,DEAD,No imports found
views/SinhVien/HocTap/KhoacHoc.vue,SinhVien/HocTap,views/SinhVien/HocTap/KhoacHoc.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/SinhVien/HocTap/NopBai.vue,SinhVien/HocTap,views/SinhVien/HocTap/NopBai.vue,vue,,,0,,none,none,none,none,none,,,0,false,DEAD,No imports found
views/SinhVien/HocTap/Thi.vue,SinhVien/HocTap,views/SinhVien/HocTap/Thi.vue,vue,,,0,,none,none,none,none,none,,,0,false,DEAD,No imports found
views/SinhVien/KetQua/BangDiem.vue,SinhVien/KetQua,views/SinhVien/KetQua/BangDiem.vue,vue,,,0,,none,none,none,none,none,,,0,false,DEAD,No imports found
views/Student/AssignmentDetailView.vue,Student,views/Student/AssignmentDetailView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/Student/AssignmentsView.vue,Student,views/Student/AssignmentsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/Student/AttendanceView.vue,Student,views/Student/AttendanceView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,AttendanceView (2x),router/index.js,1,true,USED,Route component
views/Student/CourseDetailView.vue,Student,views/Student/CourseDetailView.vue,vue,,,0,,aria-attributes-detected,none,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/Student/CoursesView.vue,Student,views/Student/CoursesView.vue,vue,,,0,,none,none,none,none,none,CoursesView (3x),,0,false,DEAD,No imports found
views/Student/CurriculumView.vue,Student,views/Student/CurriculumView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,CurriculumView (2x),router/index.js,1,true,USED,Route component
views/Student/DisciplineView.vue,Student,views/Student/DisciplineView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,DisciplineView (2x),router/index.js,1,true,USED,Route component
views/Student/EvaluationsView.vue,Student,views/Student/EvaluationsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,EvaluationsView (2x),router/index.js,1,true,USED,Route component
views/Student/ExamDetailView.vue,Student,views/Student/ExamDetailView.vue,vue,,,0,,none,none,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/Student/ExamResultView.vue,Student,views/Student/ExamResultView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/Student/ExamsView.vue,Student,views/Student/ExamsView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,ExamsView (2x),router/index.js,1,true,USED,Route component
views/Student/ExamTakeView.vue,Student,views/Student/ExamTakeView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/Student/GradesView.vue,Student,views/Student/GradesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,GradesView (2x),router/index.js,1,true,USED,Route component
views/Student/NotificationsView.vue,Student,views/Student/NotificationsView.vue,vue,,,0,,none,none,none,none,none,,router/index.js,1,true,USED,Route component
views/Student/ProfileView.vue,Student,views/Student/ProfileView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,ProfileView (5x),router/index.js,1,true,USED,Route component
views/Student/RegistrationsView.vue,Student,views/Student/RegistrationsView.vue,vue,,,0,,none,loading-prop-detected,none,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/Student/RequestsView.vue,Student,views/Student/RequestsView.vue,vue,,,0,,none,none,none,none,none,,router/index.js,1,true,USED,Route component
views/Student/RewardsView.vue,Student,views/Student/RewardsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/Student/ScheduleView.vue,Student,views/Student/ScheduleView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,ScheduleView (2x),router/index.js,1,true,USED,Route component
